0 0 0
0 1 0
0 2 0
0 3 0
0 4 0
0 5 0
0 6 0
0 7 0
0 8 0
0 9 0
0 10 0
0 11 0
0 12 0
0 13 0
0 14 0
0 15 0
0 16 0
0 17 0
0 18 0
0 19 0
0 20 0
0 21 0
0 22 0
0 23 0
0 24 0
0 25 0
0 26 0
0 27 0
0 28 0
0 29 0
0 30 0
0 31 0
1 0 0
1 1 0
1 2 0
1 3 0
1 4 1
1 5 0
1 6 0
1 7 0
1 8 0
1 9 0
1 10 0
1 11 0
1 12 0
1 13 0
1 14 0
1 15 0
1 16 0
1 17 0
1 18 0
1 19 0
1 20 0
1 21 0
1 22 0
1 23 0
1 24 0
1 25 0
1 26 0
1 27 0
1 28 0
1 29 0
1 30 0
1 31 0
2 0 0
2 1 0
2 2 0
2 3 0
2 4 0
2 5 0
2 6 0
2 7 0
2 8 0
2 9 0
2 10 0
2 11 0
2 12 0
2 13 0
2 14 0
2 15 0
2 16 0
2 17 0
2 18 0
2 19 0
2 20 0
2 21 0
2 22 0
2 23 0
2 24 0
2 25 0
2 26 0
2 27 0
2 28 0
2 29 0
2 30 0
2 31 0
3 0 0
3 1 0
3 2 0
3 3 0
3 4 0
3 5 0
3 6 0
3 7 0
3 8 0
3 9 0
3 10 0
3 11 0
3 12 0
3 13 0
3 14 0
3 15 0
3 16 0
3 17 0
3 18 0
3 19 0
3 20 0
3 21 0
3 22 0
3 23 0
3 24 0
3 25 0
3 26 0
3 27 0
3 28 0
3 29 0
3 30 0
3 31 0
4 0 0
4 1 0
4 2 0
4 3 0
4 4 0
4 5 0
4 6 0
4 7 0
4 8 0
4 9 0
4 10 0
4 11 0
4 12 0
4 13 0
4 14 0
4 15 0
4 16 0
4 17 0
4 18 0
4 19 0
4 20 0
4 21 0
4 22 0
4 23 0
4 24 0
4 25 0
4 26 0
4 27 0
4 28 0
4 29 0
4 30 0
4 31 0
5 0 0
5 1 0
5 2 0
5 3 0
5 4 0
5 5 0
5 6 0
5 7 0
5 8 0
5 9 0
5 10 0
5 11 0
5 12 0
5 13 0
5 14 0
5 15 0
5 16 0
5 17 0
5 18 0
5 19 0
5 20 0
5 21 0
5 22 0
5 23 0
5 24 0
5 25 0
5 26 0
5 27 0
5 28 0
5 29 0
5 30 0
5 31 0
6 0 0
6 1 0
6 2 0
6 3 0
6 4 0
6 5 0
6 6 0
6 7 0
6 8 0
6 9 0
6 10 0
6 11 0
6 12 0
6 13 0
6 14 0
6 15 1
6 16 0
6 17 0
6 18 0
6 19 0
6 20 0
6 21 0
6 22 0
6 23 0
6 24 0
6 25 0
6 26 0
6 27 0
6 28 0
6 29 0
6 30 0
6 31 0
7 0 0
7 1 0
7 2 1
7 3 0
7 4 0
7 5 0
7 6 0
7 7 0
7 8 0
7 9 0
7 10 0
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 16 0
7 17 0
7 18 0
7 19 0
7 20 3
7 21 1
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 0
7 28 0
7 29 0
7 30 0
7 31 0
8 0 0
8 1 0
8 2 1
8 3 0
8 4 0
8 5 0
8 6 0
8 7 0
8 8 0
8 9 0
8 10 0
8 11 0
8 12 0
8 13 0
8 14 0
8 15 0
8 16 0
8 17 0
8 18 0
8 19 0
8 20 4
8 21 1
8 22 0
8 23 0
8 24 0
8 25 0
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 0
9 0 0
9 1 0
9 2 0
9 3 2
9 4 6
9 5 0
9 6 0
9 7 0
9 8 0
9 9 0
9 10 0
9 11 0
9 12 0
9 13 0
9 14 0
9 15 0
9 16 0
9 17 0
9 18 0
9 19 0
9 20 2
9 21 1
9 22 0
9 23 0
9 24 0
9 25 0
9 26 0
9 27 0
9 28 0
9 29 0
9 30 0
9 31 0
10 0 3
10 1 12
10 2 25
10 3 41
10 4 38
10 5 3
10 6 6
10 7 1
10 8 0
10 9 0
10 10 0
10 11 0
10 12 0
10 13 0
10 14 0
10 15 0
10 16 0
10 17 0
10 18 0
10 19 0
10 20 0
10 21 0
10 22 0
10 23 1
10 24 0
10 25 0
10 26 0
10 27 0
10 28 0
10 29 0
10 30 0
10 31 0
11 0 0
11 1 32
11 2 62
11 3 90
11 4 14
11 5 12
11 6 46
11 7 14
11 8 0
11 9 0
11 10 0
11 11 0
11 12 0
11 13 0
11 14 0
11 15 0
11 16 0
11 17 0
11 18 0
11 19 0
11 20 0
11 21 0
11 22 0
11 23 0
11 24 0
11 25 0
11 26 0
11 27 0
11 28 0
11 29 0
11 30 0
11 31 0
12 0 0
12 1 3
12 2 28
12 3 13
12 4 9
12 5 11
12 6 57
12 7 61
12 8 29
12 9 22
12 10 0
12 11 0
12 12 0
12 13 0
12 14 1
12 15 7
12 16 16
12 17 0
12 18 0
12 19 0
12 20 0
12 21 0
12 22 0
12 23 0
12 24 0
12 25 0
12 26 0
12 27 0
12 28 0
12 29 0
12 30 0
12 31 0
13 0 5
13 1 7
13 2 28
13 3 4
13 4 9
13 5 19
13 6 30
13 7 66
13 8 79
13 9 146
13 10 77
13 11 15
13 12 4
13 13 5
13 14 14
13 15 31
13 16 73
13 17 7
13 18 0
13 19 0
13 20 0
13 21 0
13 22 0
13 23 0
13 24 0
13 25 0
13 26 0
13 27 0
13 28 0
13 29 0
13 30 0
13 31 0
14 0 27
14 1 56
14 2 36
14 3 26
14 4 3
14 5 3
14 6 18
14 7 33
14 8 46
14 9 157
14 10 161
14 11 45
14 12 4
14 13 15
14 14 66
14 15 122
14 16 64
14 17 25
14 18 63
14 19 96
14 20 52
14 21 0
14 22 0
14 23 0
14 24 0
14 25 0
14 26 0
14 27 0
14 28 0
14 29 0
14 30 0
14 31 0
15 0 30
15 1 98
15 2 191
15 3 110
15 4 0
15 5 27
15 6 60
15 7 106
15 8 93
15 9 126
15 10 153
15 11 43
15 12 1
15 13 36
15 14 137
15 15 177
15 16 97
15 17 119
15 18 190
15 19 201
15 20 155
15 21 49
15 22 0
15 23 0
15 24 0
15 25 0
15 26 0
15 27 0
15 28 0
15 29 0
15 30 0
15 31 0
16 0 57
16 1 214
16 2 247
16 3 171
16 4 46
16 5 143
16 6 160
16 7 159
16 8 137
16 9 158
16 10 134
16 11 30
16 12 3
16 13 37
16 14 152
16 15 181
16 16 189
16 17 201
16 18 198
16 19 197
16 20 198
16 21 103
16 22 12
16 23 0
16 24 0
16 25 0
16 26 0
16 27 0
16 28 0
16 29 0
16 30 0
16 31 0
17 0 103
17 1 223
17 2 249
17 3 163
17 4 106
17 5 206
17 6 200
17 7 185
17 8 163
17 9 166
17 10 119
17 11 28
17 12 2
17 13 36
17 14 170
17 15 184
17 16 193
17 17 196
17 18 196
17 19 195
17 20 192
17 21 99
17 22 38
17 23 0
17 24 0
17 25 0
17 26 0
17 27 0
17 28 0
17 29 0
17 30 0
17 31 0
18 0 199
18 1 240
18 2 240
18 3 177
18 4 185
18 5 201
18 6 197
18 7 192
18 8 179
18 9 172
18 10 120
18 11 23
18 12 3
18 13 33
18 14 172
18 15 181
18 16 188
18 17 193
18 18 195
18 19 194
18 20 191
18 21 89
18 22 71
18 23 8
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 0
18 30 0
18 31 0
19 0 201
19 1 239
19 2 237
19 3 225
19 4 202
19 5 196
19 6 196
19 7 189
19 8 171
19 9 179
19 10 129
19 11 20
19 12 3
19 13 29
19 14 166
